x,y
-4.889465014802818477e-01,-5.748216090135767065e-01
-8.663004121870150342e-01,4.551422582761014413e-01
-8.150410796035922889e-01,5.963863120501653459e-01
-7.317147352431585539e-01,1.344249583682443627e-01
-6.794624006141667394e-01,1.073616043320532176e-01
-7.652112339394867568e-02,-5.115345619122699805e-01
7.379786887925814387e-01,-1.316449842610950549e-03
-6.589554355786830797e-02,-3.834978430209026179e-01
-9.891076659794038051e-01,7.781348425642344857e-01
-4.642848396384626763e-01,-3.698956918646411074e-01
-6.147665744575900870e-01,-3.598671530672854085e-02
-6.701711560756173913e-01,2.449038433698528805e-01
6.641142960245540738e-01,9.116688198519409814e-02
9.519626444913467100e-01,5.626750798637227824e-01
8.925657960277202374e-01,5.829227832717992497e-01
-4.122066448369874347e-01,-4.517068375555871040e-01
-5.128710282393755815e-01,-1.689157831369428320e-01
-1.821975514906479798e-01,-5.048054785331956840e-01
-9.850626466802281378e-01,4.963507154224643392e-01
8.111965058082943880e-01,3.221051669271293161e-01
2.241013192482042005e-01,-3.782401298637962928e-01
2.473520923830541118e-01,-4.871748645505010744e-01
-9.002959985725735859e-01,2.843809086390868268e-01
3.117497220272649194e-01,-6.942026369438890621e-01
6.607536003146274872e-01,1.532868920604117946e-01
9.122785615081707711e-02,-5.002885648088382098e-01
9.052463370791237196e-01,7.182641977654868892e-01
-6.130857509315570386e-01,1.077594983500893000e-02
-6.071566716728222790e-01,-2.017957430307956990e-01
-3.606498519619205645e-02,-3.910453727168026195e-01
8.361047561087737723e-01,2.009470953950446004e-01
-9.846415057696800144e-01,5.858178832497731303e-01
-3.189237467281380578e-01,-2.094955538873863321e-01
-5.700653982944801079e-01,-4.506740504974361960e-01
-7.166539154890316787e-02,-6.969551122787467357e-01
-8.647361665836241773e-01,4.434303122922506057e-01
5.521081563393541725e-01,-3.660453766018766097e-02
-6.021000591401266533e-01,-2.020984755158417301e-01
-5.526970760603022725e-02,-4.123637470637586122e-01
-3.064242805466688147e-01,-5.619082954607255154e-01
1.262323144473731507e-01,-5.008181189190877847e-01
8.845971780619898972e-02,-4.275226212547773574e-01
-8.919083803778908859e-01,8.227315943441881885e-01
-1.864293094934821315e-01,-3.911366421537135762e-01
6.325536243359142219e-01,-9.381096816920186932e-02
3.309840397252463706e-01,-2.446284323787566994e-01
1.408558660125389661e-01,-6.210055961126468294e-01
-8.154956627753775500e-01,2.040529839741483387e-01
8.563522887331966871e-01,3.189447515463834648e-01
8.897514973639322200e-01,6.650261391672853684e-01
5.194914671121908523e-01,-3.247639666524260171e-01
9.068285350064519967e-02,-6.010848368885705062e-01
9.731906349072614315e-01,7.699678050558813602e-01
2.122952642392712530e-01,-2.443529143185416141e-01
3.377869566764477582e-01,-5.251800450719684710e-01
5.130201111067924646e-01,-3.528090086587034602e-01
-6.010904824279286185e-01,1.850466069568702521e-01
-6.803802699603882509e-01,6.169680465278452181e-02
9.750619780276503779e-01,4.601613406613302981e-01
-8.613320038176985882e-01,4.827943005882918692e-01
6.047229351895959670e-01,-1.208488624403401962e-01
-3.134902358887572404e-01,-3.432794943757913608e-01
-5.567579736398964307e-02,-6.555249916755595541e-01
-7.780661918053359827e-01,3.635869476724097327e-01
6.891983108733632513e-01,7.906697930816830588e-02
-5.475717710706742292e-01,-1.143997336124099040e-01
-5.639956874812523946e-01,-3.086407693494618298e-01
-7.519168276112984106e-01,1.732027497838354857e-01
-8.325018782839137543e-01,4.299161459257436757e-01
-8.633333550917561272e-01,4.602390753413516666e-01
1.841048684324342322e-01,-4.184139012919816936e-01
-9.531155733345575420e-01,6.117474516413458074e-01
2.625020091063585692e-01,-4.147348324006730480e-01
-8.417364135168003969e-01,3.123731633932497753e-01
-4.987094858589384838e-01,-3.856872576129400931e-01
-2.256135591342030011e-01,-5.356297514486163536e-01
-2.281461205489370148e-01,-1.397490542190600871e-01
4.940512901491056486e-01,-6.587993212312098779e-03
8.358670495611379980e-01,1.751134374903338675e-01
-2.637649735754887814e-01,-1.748133874154138567e-01
-4.365339900327991352e-02,-6.299807262364522931e-01
6.737897260844527558e-02,-3.153836176144009240e-01
-1.526268427549568596e-01,-1.695892213571046359e-01
8.053552508692254364e-01,4.208046795050208733e-01
3.233696580808000931e-01,-1.149840529300942271e-01
-1.981045635070579625e-01,-6.336228331691238225e-01
-8.906529823302917759e-01,4.427209456680962774e-01
-3.662904731104330569e-01,-2.480642769368436307e-01
-8.229746462358122905e-01,1.058574510262650925e-01
2.031708004713594917e-02,-4.226944024953717127e-01
-3.273518089499323214e-01,-4.255437983936598556e-01
-2.913807107758126236e-03,-5.533762895276611582e-01
-8.054228957050573179e-01,2.712187899666365642e-01
6.820647832328927684e-01,-8.259298753991728415e-02
-2.076295690009715145e-01,-7.064507631059968595e-01
2.903457276873702142e-01,-4.774616875370334412e-01
-8.925544821092470382e-01,4.433903755012472692e-01
-2.789823266442670313e-01,-3.971097465293616513e-01
3.560628503622333962e-01,-3.018934948837331822e-01
-9.787945949927527867e-01,4.432987717822668428e-01
-7.918864295639769235e-01,3.701249880680574922e-01
3.653105122072766164e-01,-2.197456773872142333e-01
8.068777508425628575e-02,-1.356350636504231599e-01
-8.705114870811039296e-01,3.561500906949189860e-01
8.238563095434248140e-02,-2.918210020802416427e-01
-1.259737569576360183e-01,-7.431622254386346382e-01
4.973881140837650427e-01,-3.108418850807558309e-01
6.037256496819878304e-01,-3.036393079125690453e-02
-1.479662391426073142e-01,-3.305411852254488414e-01
9.408427843108491118e-01,5.510557773753174127e-01
9.625148210479643751e-01,6.428381446488324880e-01
-1.950178655196135313e-01,-5.934934008413214057e-01
7.045905502952516386e-01,3.307596942891521397e-01
4.364338206403350906e-01,-1.693143755597189548e-01
4.641824143418915583e-01,-1.923393904746194816e-01
6.594843670645698097e-01,-1.481737522737522905e-01
6.336107729210578299e-01,-1.938787734003832169e-02
-8.983422368717342010e-02,-5.040494326620063026e-01
6.233081013160104433e-01,-1.503114400186553179e-02
-7.128441381331807047e-01,6.183050880298907037e-02
-8.271738636714012216e-01,1.671906174888385666e-01
-7.093980099561274510e-01,3.318174457070588446e-01
-7.679152012967742635e-01,1.867893135441405505e-01
1.253944242138167464e-01,-5.180381754001655015e-01
9.462839779072116375e-01,7.496777958706573042e-01
1.001308731552443820e-01,-4.155409563188605659e-01
-7.703851274613260358e-03,-3.141238446522263139e-01
-3.009684776170864495e-01,-5.369366182529633491e-01
-8.673396208222692305e-01,3.240449852255275487e-01
6.423581048067683597e-02,-8.125266035332427972e-01
-2.760897810477933589e-01,-8.299494119915328261e-01
8.726459117038776192e-01,4.458004145194829904e-01
-7.497323728646367869e-01,-2.472781899657597315e-02
6.627646285774448920e-01,-2.404204839088879830e-01
3.700429978714829815e-01,-3.320168621093826378e-01
5.043327997693314302e-01,-1.406659220841379732e-01
9.219324145762364253e-01,5.813690317899228299e-01
-8.849138221161130247e-01,6.424072618357751230e-01
-1.795845667563766845e-02,-2.735020036553882372e-01
9.089196345814574141e-01,5.452982944984116065e-01
4.801610403941467542e-01,-2.568980207602769017e-01
-7.894459780378102476e-01,4.209342331606537591e-01
1.813689024690967599e-01,-7.847308724992524409e-01
-9.897140893877944823e-01,8.530487200959089300e-01
-6.168330458882198553e-01,-1.507847178920093678e-01
-1.409440157732630983e-01,-5.186265314478084587e-01
-5.483788880662765486e-02,-4.115033648885552675e-01
1.157602977965035418e-01,-4.503690389763682078e-01
6.003195151345908087e-02,-5.593929876130152579e-01
8.971867401819464405e-01,6.569400769082628377e-01
7.970301127932613028e-01,5.497211406852752225e-01
4.305748059467870981e-01,4.553476147595691970e-02
-9.034008986705444055e-01,2.327235245969149768e-01
-8.519677124601827689e-01,4.974647565557284157e-01
2.287955967201007468e-01,-5.031811500890205346e-01
1.471736323169039462e-01,-6.481360296177680613e-01
4.305098025799671824e-01,-3.241272508085262238e-01
4.323205068704729648e-01,-2.054624862617914771e-01
-2.101233426480795252e-01,-6.834269586493815218e-01
5.359058974173871448e-01,-9.001129734966570317e-02
-8.774477384846413042e-01,6.057532837976919993e-01
-6.640952229340468804e-02,-5.594569790925838504e-01
4.795210970703054354e-01,-3.229948058046636095e-02
7.950944846565559665e-01,5.112909865029912071e-01
-6.499133419961065083e-01,-9.065292831253544958e-02
3.231206388598821810e-01,-4.207408144611649581e-01
-4.741856229215852814e-01,-1.422356951545483139e-01
-1.644782062925327359e-01,-6.161706887623905615e-01
9.995416006681434595e-02,-5.960555484502935153e-01
7.545383578858806395e-01,2.056360997350236974e-01
2.913273109486420598e-01,-4.031132957081176027e-01
8.404854280172877612e-01,3.489245382328108325e-01
5.128176510785065201e-01,-1.823318219712517230e-01
7.540218352478578190e-02,-4.220742150497652778e-01
-5.295219185910806647e-01,1.098741537046828420e-01
3.585669130920701164e-01,-4.214625476489712863e-01
2.351385289659213562e-01,-3.349406931363840823e-01
-1.861671090757961444e-01,-5.214311109782251430e-01
-8.934533445526571249e-02,-4.483280482976448877e-01
3.100065102831424113e-01,-4.773941602420280206e-01
8.439640623912283424e-01,2.511739396508274602e-01
-6.609021143901188111e-01,-2.305927023053148672e-01
8.498493808342899580e-01,2.883185515404610433e-01
5.817210598248157005e-01,-1.218127902365930271e-01
-9.215975373013776117e-01,7.599450175529685048e-01
8.957247721454399958e-01,3.930490072045938477e-01
-9.415099146137586583e-01,6.317288873727344711e-01
3.356480335812817017e-02,-5.070673371098781690e-01
-1.441028839771849590e-01,-5.559188774648878839e-01
-1.419110630022641928e-01,-3.390466091293314332e-01
-6.884142757838218607e-01,2.430428747691060209e-02
3.252780771588859032e-02,-3.428054004006138022e-01
-4.071552071514124016e-01,-2.821164657716652702e-01
2.577340571376141032e-01,-2.797640943594247309e-01
-9.532926675134818506e-01,5.312059972009059994e-01
-5.670402283939157684e-01,-2.613287236843608863e-02
9.415570782379616421e-01,6.627094805595094007e-01
2.298347725081506532e-02,-4.277095733057612037e-01
-9.899269840547744170e-01,7.419245640450387036e-01
3.293702751119258476e-01,-2.064059443638736335e-01
8.323479280190737573e-01,2.915848915887097048e-01
-6.480308652762121202e-01,-2.530054292158519930e-02
-1.273200968348793261e-01,-5.133049551351660522e-01
1.070924441857643572e-01,-5.404891564363529799e-01
4.458018817052789018e-01,-2.636317471367706777e-01
5.305381679200118494e-01,-1.664764759094033708e-01
-3.241808626927660253e-01,-3.040679626959381654e-01
3.752903038581245632e-02,-6.220246832954413607e-01
-2.427107005409239182e-01,-4.091736946138889719e-01
1.562914047103640680e-01,-3.552862255689377413e-01
-5.656068805552072476e-01,-1.350755061814741531e-01
3.653853592157285668e-01,-3.790110556224122740e-01
-5.848109907361387361e-01,-1.162523989616736919e-01
3.632109510182526257e-01,-5.403268791528069714e-01
8.879800542003453145e-01,3.917321864027836775e-01
-5.529905322497175035e-01,-1.446596963679322723e-01
5.244472768267536278e-01,1.819605341340085336e-01
8.325094675407511691e-01,5.459383452077235521e-01
2.250747355817812601e-01,-7.265582332492094286e-01
-5.230074975406242554e-01,-2.498577187062259453e-01
-7.352205826747393314e-01,2.452026894391079459e-01
3.060388503075419653e-01,-4.595720535037390864e-01
-6.834230775290088822e-01,-1.348080484511141319e-01
4.346422461414025662e-01,-6.831083260621827469e-01
-5.852710025050216203e-01,-2.256142463457893599e-01
4.335110872736152032e-01,-4.483409102023688808e-02
8.761717660998415980e-01,6.006728830950109899e-01
-5.303097338250144510e-01,-7.264416666590804705e-02
3.653910992822817505e-01,-2.187970988299900721e-01
4.855829379481226837e-01,-2.269907679865603156e-01
3.621153440705198179e-01,-1.369147278162796688e-02
1.033340374548306073e-01,-6.524457089323589809e-01
9.982783167137281310e-01,6.534060523141012045e-01
3.518440620269696062e-01,-2.066662036020579796e-01
4.296219362479325454e-02,-5.603533593471154983e-01
-4.594580641485412897e-02,-4.077849125179461298e-01
-4.320278527132384028e-01,-2.266833106410336418e-01
8.260280637126495851e-01,7.360691016935908548e-01
-3.473501440416242314e-01,-2.048052746767420607e-01
-8.207812170118307105e-01,6.158361484567028699e-01
-8.390285535517643112e-01,2.827986175122537138e-01
3.757370521541809616e-01,-1.232755291708750311e-01
-6.943026948627333272e-01,-1.225449121664432817e-01
-7.662630220242361290e-01,2.716045618120224159e-01
4.166462693452717136e-01,-3.876478725110839574e-01
-3.403180387222137782e-02,-6.184419979005721935e-01
-1.298362245076856158e-01,-2.707051582482994379e-01
-8.576127423044035414e-01,3.538768616189280070e-01
6.954277985547785423e-01,4.412298869714179061e-02
-8.330811340990444958e-01,2.753791702167517341e-01
8.902512559271635872e-01,5.013273032604322887e-01
9.913224648811997941e-01,7.485392712834995077e-01
-5.522742827820048550e-01,-2.311620418628098084e-01
7.703182965486323752e-01,1.981193366854704929e-01
1.443591837298505709e-01,-5.816923441110886106e-01
-9.493438355411498719e-03,-5.003023936700963237e-01
-2.181982853087092167e-01,-5.387408349160208720e-01
1.818115121398424794e-01,-4.370806346391465369e-01
1.929380695318811956e-01,-3.876186592645846640e-01
9.313021372023166933e-03,-6.150478390693325803e-01
-6.649972588964392362e-01,1.424658119674047929e-01
2.966877179381757212e-01,-8.930244021785455066e-02
-4.773956702442827549e-02,-8.187507388815901122e-01
-1.026088900274864102e-01,-4.983374831614791334e-01
-6.377919830103562226e-02,-3.914738079909335644e-01
2.803382625208312717e-01,-3.030637565452390936e-01
8.640416404047803756e-01,5.480797531813540457e-01
-2.739024517679968795e-01,-4.974242557386678865e-01
2.727208629363835346e-01,-7.393179519472985461e-01
6.432260277378745172e-01,1.867105592678571513e-01
2.875222201897891239e-01,-7.130066582754022164e-01
-1.454102566410515607e-01,-5.512789519797263171e-01
-2.480791706202696290e-01,-5.283855562203271239e-01
-7.824389020050772636e-01,4.777269110808614605e-01
9.854751866285693662e-01,9.224423474834699821e-01
9.213797436989263900e-01,7.806800659691612854e-01
-5.187859473488010131e-01,-2.057205961118261095e-01
6.394859032871167415e-01,1.400614461902411068e-01
6.784523504512887104e-01,2.124946471212117161e-01
-1.332363757252432723e-01,-3.648597705358428978e-01
-8.202437687957648826e-01,2.084961312276421563e-01
-2.169461323429322519e-02,-6.264802789003552919e-01
8.109167579263361070e-01,4.176783891019544281e-01
-2.774057365512261342e-02,-3.799963123184966207e-01
8.915573273069996585e-01,3.592779034394665283e-01
-4.547021416707210939e-01,-2.491291506964886660e-01
6.043808865262656482e-01,-2.827457109047605277e-01
8.802538480386123965e-02,-7.719214359093575784e-01
7.705010929868678637e-01,5.054182970982493139e-02
-8.385084369840558605e-01,2.100833537113850069e-01
-4.007936334154604818e-01,-3.766029183492956567e-01
-4.143011991115062020e-01,-4.083518549691436128e-01
6.533264451331912692e-01,1.487147361273022106e-01
1.624199576063010131e-01,-4.909691514905145659e-01
-1.786876585765986292e-01,-4.383758600846109355e-01
-4.032776811588474342e-01,-1.211715750657068880e-01
-8.754693354825646701e-01,7.548868768869241297e-01
1.801275194301603655e-01,-4.450440921172455488e-01
4.625754433925632902e-01,-1.528326774325080017e-01
-1.323598175123326115e-01,-6.606566217432818799e-01
-4.629110160401359586e-01,-7.790127585206638172e-02
-7.910381636504137948e-01,4.922689155200463129e-02
4.989259163536585717e-01,-3.451812529755855508e-01
8.400018634608203971e-01,2.719558210593551184e-01
-5.416712999876986956e-01,-5.802707618046702709e-02
3.056016125111313819e-01,-3.350304897514224112e-01
-7.747270586311514329e-01,1.737974313692661477e-01
-2.149302303727596009e-01,-3.724213969393873613e-01
7.675608683092605133e-01,7.945166864171124277e-02
1.402075449270379082e-02,-3.392987581369102945e-01
-1.139662175909699204e-01,-4.040215116488888869e-01
-3.371784186941864103e-01,-5.294537838783640593e-01
2.044767437723538084e-01,-3.260948898203954727e-01
-2.820689988943496651e-01,-5.088040396693223055e-01
6.584095688586555362e-01,-3.560976147142512482e-02
-8.134527823893462628e-01,2.857670651085799096e-01
-3.188372433864459232e-01,-5.815889112783982906e-01
7.787763101216331751e-01,3.762920700562978893e-01
-8.746079049068173905e-01,2.755939491004513187e-01
1.236801445545121503e-02,-5.030766909492114802e-01
-5.709222906972897249e-01,-3.679003116419269359e-01
1.293591492189138936e-01,-5.323474553719621527e-01
-3.908414969632003633e-01,-2.844107342446940967e-01
-1.137865319096742489e-02,-7.207201835056422645e-01
8.203525348247882043e-01,4.515410032880588509e-01
-7.223694027575282561e-01,2.051614156231995612e-01
-1.898546521530652953e-02,-5.140511940354519638e-01
8.982484528577683314e-01,4.566704963021861463e-01
6.041078622818745192e-01,-2.805094150299948241e-01
8.234694906393706937e-01,3.053344482480458977e-01
7.490818574769715354e-01,7.437894177402848417e-02
-7.625763761991761758e-01,1.732391050767251583e-01
7.236920704903124779e-01,2.658428736324943698e-01
3.991879662025716868e-01,-2.814056259462578424e-01
-8.330525043148659936e-01,2.675348579572026653e-01
-6.602823554985453036e-01,-5.726829115995131503e-02
-5.258897752098252720e-01,-1.026836544383843697e-01
7.485874212137022532e-02,-4.685333634826538973e-01
-1.055670940043449413e-01,-3.779491926814383396e-01
-9.607919855689199817e-01,6.750674971146825021e-01
-1.461160830374108599e-01,-6.563549631876708368e-02
-2.013912605050058868e-01,-3.650681170286521615e-01
8.509285675752182865e-01,2.825492404814484160e-01
9.899933455697047524e-01,4.985797913810293136e-01
-2.606272019073236912e-01,-4.812144106088195317e-01
-1.079862110640636974e-01,-8.261253063473068536e-01
9.834600166460596427e-01,7.490798762883618123e-01
4.832120767359349145e-02,-2.825364872756780943e-01
5.280718815157992019e-01,-1.976170158891295547e-01
-2.454271499193965145e-01,-4.738655066788544645e-01
6.348144192501270489e-02,-8.967326401831023919e-01
-3.409469652745733548e-02,-5.162652940782848088e-01
-9.918367474348670498e-01,8.296152941738185183e-01
3.455574954471132276e-01,-5.249921858846273715e-01
8.145031376325366779e-01,2.405762918185767596e-01
-1.712016111187313339e-01,-2.943445891449734675e-01
7.394084169556249808e-01,1.574166998423050801e-01
-9.622558795095643713e-01,6.841218872469267964e-01
8.733347760036576091e-01,5.875662474663403412e-01
1.540809706862147355e-01,-4.105874868450492543e-01
-8.031026095009106136e-01,3.209336536081784930e-01
-3.333944612582855349e-01,-5.438383230068457586e-01
-3.528732656215909369e-01,-6.314428868237051962e-01
1.291851445811589283e-01,-6.945515142752115567e-01
-4.565742239602421648e-02,-5.977058065372756746e-01
5.311759292718079006e-01,-3.070152725070285360e-01
5.085081770970767412e-01,-4.160738276673986991e-01
8.474866113091636954e-01,2.865674613272422566e-01
-4.737780251221490602e-02,-4.160945851128295958e-01
7.156610693293383729e-01,1.672790290383706080e-01
2.161270554316236936e-01,-4.217398640211228455e-01
6.976478472508962358e-01,1.831905788600675378e-01
-8.826546137792985469e-01,3.867977690115632639e-01
2.820614122362641307e-01,-2.981722432883890939e-01
9.406482386777599292e-01,8.355365287336385949e-01
8.530657088028243962e-01,2.157062162250391602e-01
-2.590041852999227512e-01,-2.986845811568344389e-01
-4.699854670931660205e-01,-2.262726521726473039e-01
